Date,105#
2024/9/24 0:01,5.2
2024/9/24 0:01,5.4
2024/9/24 0:01,5.6
2024/9/24 0:02,6
2024/9/24 0:02,6.3
2024/9/24 0:02,6.5
2024/9/24 0:03,6.6
2024/9/24 0:03,7
2024/9/24 0:03,7.5
2024/9/24 0:04,8.3
2024/9/24 0:04,7.6
2024/9/24 0:04,4.3
2024/9/24 0:04,8.4
2024/9/24 0:04,4.6
2024/9/24 0:04,4.1
2024/9/24 0:04,1.9
2024/9/24 0:04,0.8
2024/9/24 0:05,1.2
2024/9/24 0:05,0.6
2024/9/24 0:05,0.9
2024/9/24 0:06,1
2024/9/24 0:06,1.4
2024/9/24 0:06,1.7
2024/9/24 0:07,1.9
2024/9/24 0:07,2
2024/9/24 0:07,4.7
2024/9/24 0:07,3.8
2024/9/24 0:07,2.9
2024/9/24 0:07,3
2024/9/24 0:07,0.7
2024/9/24 0:07,0.8
2024/9/24 0:07,0.7
2024/9/24 0:07,0.6
2024/9/24 0:07,0.3
2024/9/24 0:07,4.6
2024/9/24 0:07,2.1
2024/9/24 0:07,1.5
2024/9/24 0:07,3
2024/9/24 0:07,7.1
2024/9/24 0:07,8.8
2024/9/24 0:07,14.2
2024/9/24 0:07,20.1
2024/9/24 0:07,25
2024/9/24 0:07,27.6
2024/9/24 0:08,27.3
2024/9/24 0:08,25
2024/9/24 0:08,24.4
2024/9/24 0:09,23.9
2024/9/24 0:09,23.6
2024/9/24 0:09,23.4
2024/9/24 0:10,23
2024/9/24 0:10,22.7
2024/9/24 0:10,22.4
2024/9/24 0:11,22.1
2024/9/24 0:11,21.8
2024/9/24 0:11,21.5
2024/9/24 0:12,21.1
2024/9/24 0:12,20.7
2024/9/24 0:12,20.3
2024/9/24 0:13,19.9
2024/9/24 0:13,19.6
2024/9/24 0:13,19.2
2024/9/24 0:14,18.7
2024/9/24 0:14,18.6
2024/9/24 0:14,18.5
2024/9/24 0:14,18.4
2024/9/24 0:14,18.3
2024/9/24 0:14,18.2
2024/9/24 0:14,17.7
2024/9/24 0:14,17.6
2024/9/24 0:14,17.5
2024/9/24 0:15,17.4
2024/9/24 0:15,17.3
2024/9/24 0:15,16.9
2024/9/24 0:15,16.4
2024/9/24 0:16,16
2024/9/24 0:16,15.5
2024/9/24 0:16,15
2024/9/24 0:17,14.6
2024/9/24 0:17,14.1
2024/9/24 0:17,13.6
2024/9/24 0:18,13.2
2024/9/24 0:18,12.7
2024/9/24 0:18,12.3
2024/9/24 0:19,11.8
2024/9/24 0:19,11.7
2024/9/24 0:19,11.6
2024/9/24 0:19,11.5
2024/9/24 0:19,11.4
2024/9/24 0:19,11
2024/9/24 0:20,10.6
2024/9/24 0:20,10.1
2024/9/24 0:20,9.7
2024/9/24 0:21,9.4
2024/9/24 0:21,9
2024/9/24 0:21,8.6
2024/9/24 0:22,8.2
2024/9/24 0:22,7.8
2024/9/24 0:22,7.5
2024/9/24 0:23,7.2
2024/9/24 0:23,6.9
2024/9/24 0:23,6.6
2024/9/24 0:24,6.3
2024/9/24 0:24,6
2024/9/24 0:24,5.8
2024/9/24 0:25,5.5
2024/9/24 0:25,5.2
2024/9/24 0:25,5
2024/9/24 0:26,4.7
2024/9/24 0:26,4.4
2024/9/24 0:26,4.2
2024/9/24 0:27,3.9
2024/9/24 0:27,3.7
2024/9/24 0:27,3.5
2024/9/24 0:28,3.3
2024/9/24 0:28,3.1
2024/9/24 0:28,2.9
2024/9/24 0:29,2.7
2024/9/24 0:29,2.4
2024/9/24 0:29,2.2
2024/9/24 0:30,2.1
2024/9/24 0:30,1.9
2024/9/24 0:30,1.8
2024/9/24 0:31,1.6
2024/9/24 0:31,1.5
2024/9/24 0:31,1.3
2024/9/24 0:32,1.1
2024/9/24 0:32,1
2024/9/24 0:33,0.9
2024/9/24 0:33,0.8
2024/9/24 0:34,0.7
2024/9/24 0:34,0.6
2024/9/24 0:35,0.5
2024/9/24 0:36,0.4
2024/9/24 0:37,0.3
2024/9/24 0:38,0.2
2024/9/24 0:40,0.1
2024/9/24 0:46,0
2024/9/24 0:47,0.1
2024/9/24 0:47,0
2024/9/24 0:57,0
2024/9/24 1:07,0
2024/9/24 1:17,0
2024/9/24 1:27,0
2024/9/24 1:37,0
2024/9/24 1:44,0.1
2024/9/24 1:47,0.2
2024/9/24 1:49,0.4
2024/9/24 1:49,0.5
2024/9/24 1:50,0.6
2024/9/24 1:50,0.7
2024/9/24 1:50,0.8
2024/9/24 1:51,1.1
2024/9/24 1:51,1.2
2024/9/24 1:51,1.4
2024/9/24 1:52,1.8
2024/9/24 1:52,2
2024/9/24 1:52,2.2
2024/9/24 1:53,2.5
2024/9/24 1:53,2.6
2024/9/24 1:53,2.8
2024/9/24 1:54,2.9
2024/9/24 1:54,3
2024/9/24 1:54,2.8
2024/9/24 1:55,2.5
2024/9/24 1:55,2.6
2024/9/24 1:55,2.4
2024/9/24 1:56,2.8
2024/9/24 1:56,3.3
2024/9/24 1:56,3.7
2024/9/24 1:57,3.5
2024/9/24 1:57,3.2
2024/9/24 1:57,3
2024/9/24 1:57,4.8
2024/9/24 1:57,4.5
2024/9/24 1:57,4.8
2024/9/24 1:57,4.6
2024/9/24 1:57,1.4
2024/9/24 1:57,1.3
2024/9/24 1:57,0.9
2024/9/24 1:57,0.4
2024/9/24 1:58,0
2024/9/24 1:58,3
2024/9/24 1:58,3.2
2024/9/24 1:58,14.5
2024/9/24 1:58,25.8
2024/9/24 1:58,27.7
2024/9/24 1:58,28.3
2024/9/24 1:58,28.2
2024/9/24 1:58,28.6
2024/9/24 1:58,29.1
2024/9/24 1:58,28
2024/9/24 1:58,26.1
2024/9/24 1:59,25.1
2024/9/24 1:59,25
2024/9/24 1:59,24.5
2024/9/24 2:00,24.7
2024/9/24 2:00,24.3
2024/9/24 2:01,24
2024/9/24 2:01,23.8
2024/9/24 2:02,23.6
2024/9/24 2:02,23.4
2024/9/24 2:02,23.1
2024/9/24 2:03,22.9
2024/9/24 2:03,22.7
2024/9/24 2:03,22.5
2024/9/24 2:04,22.3
2024/9/24 2:04,22.1
2024/9/24 2:04,21.8
2024/9/24 2:05,21.5
2024/9/24 2:05,21.3
2024/9/24 2:05,21
2024/9/24 2:06,20.7
2024/9/24 2:06,20.4
2024/9/24 2:06,20.1
2024/9/24 2:07,19.8
2024/9/24 2:07,19.6
2024/9/24 2:07,19.3
2024/9/24 2:08,19
2024/9/24 2:08,18.7
2024/9/24 2:08,18.4
2024/9/24 2:09,18.1
2024/9/24 2:09,17.7
2024/9/24 2:09,17.4
2024/9/24 2:10,17.1
2024/9/24 2:10,16.8
2024/9/24 2:10,16.4
2024/9/24 2:11,16.2
2024/9/24 2:11,15.8
2024/9/24 2:11,15.5
2024/9/24 2:12,15.1
2024/9/24 2:12,14.8
2024/9/24 2:12,14.3
2024/9/24 2:13,13.9
2024/9/24 2:13,13.5
2024/9/24 2:13,13
2024/9/24 2:14,12.2
2024/9/24 2:14,11.4
2024/9/24 2:14,11.3
2024/9/24 2:14,11.2
2024/9/24 2:14,11.1
2024/9/24 2:14,11
2024/9/24 2:14,10.9
2024/9/24 2:14,10.8
2024/9/24 2:14,10.4
2024/9/24 2:14,9.9
2024/9/24 2:15,9.8
2024/9/24 2:15,9.7
2024/9/24 2:15,9.6
2024/9/24 2:15,9.5
2024/9/24 2:15,9.4
2024/9/24 2:15,9.3
2024/9/24 2:15,8.6
2024/9/24 2:15,8.3
2024/9/24 2:15,8.2
2024/9/24 2:15,8.1
2024/9/24 2:15,8
2024/9/24 2:15,7.9
2024/9/24 2:15,7.8
2024/9/24 2:16,7.1
2024/9/24 2:16,6.5
2024/9/24 2:16,5.9
2024/9/24 2:17,5.4
2024/9/24 2:17,4.9
2024/9/24 2:17,4.4
2024/9/24 2:18,4
2024/9/24 2:18,3.6
2024/9/24 2:18,3.3
2024/9/24 2:19,2.9
2024/9/24 2:19,2.7
2024/9/24 2:19,2.3
2024/9/24 2:20,2
2024/9/24 2:20,1.7
2024/9/24 2:20,1.4
2024/9/24 2:21,1.2
2024/9/24 2:21,0.9
2024/9/24 2:21,0.8
2024/9/24 2:22,0.7
2024/9/24 2:22,0.5
2024/9/24 2:22,0.4
2024/9/24 2:23,0.3
2024/9/24 2:24,0.2
2024/9/24 2:25,0.1
2024/9/24 2:30,0
2024/9/24 2:30,0.1
2024/9/24 2:31,0
2024/9/24 2:32,0.1
2024/9/24 2:32,0
2024/9/24 2:33,0.1
2024/9/24 2:36,0
2024/9/24 2:37,0.1
2024/9/24 2:41,0.2
2024/9/24 2:42,0.1
2024/9/24 2:42,0.2
2024/9/24 2:44,0.3
2024/9/24 2:45,0.4
2024/9/24 2:45,0.5
2024/9/24 2:46,0.6
2024/9/24 2:46,0.5
2024/9/24 2:46,0.6
2024/9/24 2:46,0.7
2024/9/24 2:46,0.6
2024/9/24 2:46,0.7
2024/9/24 2:47,0.9
2024/9/24 2:47,1.2
2024/9/24 2:47,1.3
2024/9/24 2:47,1.4
2024/9/24 2:47,1.5
2024/9/24 2:47,1.4
2024/9/24 2:47,1.5
2024/9/24 2:47,1.6
2024/9/24 2:48,1.7
2024/9/24 2:48,1.8
2024/9/24 2:49,1.9
2024/9/24 2:49,2
2024/9/24 2:49,2.1
2024/9/24 2:49,2
2024/9/24 2:49,2.1
2024/9/24 2:49,2
2024/9/24 2:49,2.1
2024/9/24 2:49,2
2024/9/24 2:50,2.1
2024/9/24 2:50,2.5
2024/9/24 2:51,2.2
2024/9/24 2:51,2
2024/9/24 2:51,1.8
2024/9/24 2:52,1.6
2024/9/24 2:52,1.4
2024/9/24 2:52,1.6
2024/9/24 2:53,1.5
2024/9/24 2:53,1.3
2024/9/24 2:53,1.2
2024/9/24 2:53,1.1
2024/9/24 2:54,1
2024/9/24 2:54,0.9
2024/9/24 2:54,1
2024/9/24 2:54,0.9
2024/9/24 2:55,1.5
2024/9/24 2:55,1.3
2024/9/24 2:55,2.1
2024/9/24 2:56,2
2024/9/24 2:56,1.8
2024/9/24 2:56,4.7
2024/9/24 2:56,4.6
2024/9/24 2:56,3.9
2024/9/24 2:56,1.2
2024/9/24 2:56,0.6
2024/9/24 2:56,0.5
2024/9/24 2:56,0
2024/9/24 2:56,3.9
2024/9/24 2:56,25.2
2024/9/24 2:56,29.6
2024/9/24 2:57,27.7
2024/9/24 2:57,26.6
2024/9/24 2:57,25.7
2024/9/24 2:58,25.3
2024/9/24 2:58,25.4
2024/9/24 2:58,25.1
2024/9/24 2:59,25.3
2024/9/24 2:59,25.1
2024/9/24 2:59,25
2024/9/24 3:00,25.4
2024/9/24 3:00,25.6
2024/9/24 3:00,25.5
2024/9/24 3:00,25.4
2024/9/24 3:00,25.3
2024/9/24 3:00,25.2
2024/9/24 3:00,25.1
2024/9/24 3:01,25
2024/9/24 3:02,24.8
2024/9/24 3:02,24.5
2024/9/24 3:02,24.1
2024/9/24 3:03,24
2024/9/24 3:03,23.9
2024/9/24 3:03,23.8
2024/9/24 3:03,23.7
2024/9/24 3:03,23.8
2024/9/24 3:03,23.7
2024/9/24 3:03,23.6
2024/9/24 3:03,23.7
2024/9/24 3:03,23.6
2024/9/24 3:03,23.7
2024/9/24 3:03,23.6
2024/9/24 3:03,23.5
2024/9/24 3:04,23.4
2024/9/24 3:04,23.3
2024/9/24 3:04,23.2
2024/9/24 3:04,23.1
2024/9/24 3:04,23
2024/9/24 3:04,22.8
2024/9/24 3:04,22.7
2024/9/24 3:04,22.6
2024/9/24 3:05,22.5
2024/9/24 3:05,22.3
2024/9/24 3:05,22.2
2024/9/24 3:05,22.1
2024/9/24 3:05,22
2024/9/24 3:05,21.9
2024/9/24 3:05,21.8
2024/9/24 3:05,21.6
2024/9/24 3:05,21.5
2024/9/24 3:05,21.4
2024/9/24 3:05,21.3
2024/9/24 3:05,21.2
2024/9/24 3:05,21.1
2024/9/24 3:06,20.6
2024/9/24 3:06,20.1
2024/9/24 3:07,19.6
2024/9/24 3:07,19.1
2024/9/24 3:07,18.5
2024/9/24 3:08,18
2024/9/24 3:08,17.4
2024/9/24 3:08,16.7
2024/9/24 3:09,16
2024/9/24 3:09,15.2
2024/9/24 3:09,14.6
2024/9/24 3:10,13.9
2024/9/24 3:10,13.2
2024/9/24 3:10,12.6
2024/9/24 3:11,11.9
2024/9/24 3:11,11.2
2024/9/24 3:11,10.5
2024/9/24 3:12,9.9
2024/9/24 3:12,9.2
2024/9/24 3:12,8.5
2024/9/24 3:13,7.9
2024/9/24 3:13,7.2
2024/9/24 3:13,6.6
2024/9/24 3:14,6
2024/9/24 3:14,5.5
2024/9/24 3:14,5
2024/9/24 3:15,4.5
2024/9/24 3:15,4.1
2024/9/24 3:15,3.7
2024/9/24 3:16,3.3
2024/9/24 3:16,3
2024/9/24 3:16,2.7
2024/9/24 3:17,2.4
2024/9/24 3:17,2.1
2024/9/24 3:17,1.8
2024/9/24 3:18,1.6
2024/9/24 3:18,1.3
2024/9/24 3:18,1.2
2024/9/24 3:19,1
2024/9/24 3:19,0.8
2024/9/24 3:19,0.7
2024/9/24 3:20,0.6
2024/9/24 3:20,0.5
2024/9/24 3:20,0.4
2024/9/24 3:21,0.3
2024/9/24 3:21,0.2
2024/9/24 3:22,0.1
2024/9/24 3:24,0
2024/9/24 3:34,0
2024/9/24 3:44,0
2024/9/24 3:54,0
2024/9/24 4:00,0.1
2024/9/24 4:00,0
2024/9/24 4:10,0
2024/9/24 4:20,0
2024/9/24 4:30,0
2024/9/24 4:40,0
2024/9/24 4:44,0.1
2024/9/24 4:45,0
2024/9/24 4:55,0
2024/9/24 5:05,0
2024/9/24 5:15,0
2024/9/24 5:23,0.1
2024/9/24 5:24,0.2
2024/9/24 5:24,0.7
2024/9/24 5:24,2
2024/9/24 5:25,3.5
2024/9/24 5:25,3.8
2024/9/24 5:26,4.4
2024/9/24 5:26,8.2
2024/9/24 5:26,9.9
2024/9/24 5:27,10.7
2024/9/24 5:27,11.4
2024/9/24 5:27,12.1
2024/9/24 5:28,12.8
2024/9/24 5:28,13.3
2024/9/24 5:28,13.8
2024/9/24 5:29,14.4
2024/9/24 5:29,14.8
2024/9/24 5:29,15.4
2024/9/24 5:30,16.7
2024/9/24 5:30,17.2
2024/9/24 5:30,17.5
2024/9/24 5:31,17.8
2024/9/24 5:31,18
2024/9/24 5:31,18.2
2024/9/24 5:32,18.3
2024/9/24 5:32,18.2
2024/9/24 5:32,18.1
2024/9/24 5:33,18.2
2024/9/24 5:33,18.3
2024/9/24 5:34,18.4
2024/9/24 5:34,18.5
2024/9/24 5:35,18.6
2024/9/24 5:36,18.7
2024/9/24 5:37,18.8
2024/9/24 5:37,18.9
2024/9/24 5:38,19
2024/9/24 5:39,19.1
2024/9/24 5:40,19.2
2024/9/24 5:40,19.4
2024/9/24 5:41,19.5
2024/9/24 5:42,19.6
2024/9/24 5:43,19.7
2024/9/24 5:44,19.8
2024/9/24 5:45,19.9
2024/9/24 5:46,20
2024/9/24 5:47,20.1
2024/9/24 5:48,20.2
2024/9/24 5:49,20.3
2024/9/24 5:50,20.4
2024/9/24 5:51,20.5
2024/9/24 5:52,20.6
2024/9/24 5:53,20.7
2024/9/24 5:54,20.8
2024/9/24 5:55,20.9
2024/9/24 5:56,21
2024/9/24 5:57,21.1
2024/9/24 5:59,21.2
2024/9/24 6:01,21.3
2024/9/24 6:11,21.3
2024/9/24 6:19,0
2024/9/24 6:19,22.2
2024/9/24 6:21,22.3
2024/9/24 6:23,22.4
2024/9/24 6:23,22.6
2024/9/24 6:24,22.9
2024/9/24 6:25,22.8
2024/9/24 6:25,6.9
2024/9/24 6:25,3.9
2024/9/24 6:25,4.1
2024/9/24 6:25,3.8
2024/9/24 6:25,0.9
2024/9/24 6:25,1.5
2024/9/24 6:25,1.6
2024/9/24 6:25,6.6
2024/9/24 6:25,18.8
2024/9/24 6:25,25.9
2024/9/24 6:25,27.6
2024/9/24 6:25,24.7
2024/9/24 6:26,23.2
2024/9/24 6:26,22.6
2024/9/24 6:26,22.2
2024/9/24 6:27,21.4
2024/9/24 6:27,20.8
2024/9/24 6:27,20.4
2024/9/24 6:27,20.3
2024/9/24 6:27,20.2
2024/9/24 6:27,20
2024/9/24 6:28,19.9
2024/9/24 6:28,19.7
2024/9/24 6:28,19.6
2024/9/24 6:28,19.5
2024/9/24 6:28,19.4
2024/9/24 6:28,19.1
2024/9/24 6:28,19
2024/9/24 6:28,18.8
2024/9/24 6:28,18.7
2024/9/24 6:28,18.6
2024/9/24 6:28,18.5
2024/9/24 6:28,18.4
2024/9/24 6:28,18.2
2024/9/24 6:28,18.1
2024/9/24 6:28,17.9
2024/9/24 6:28,17.8
2024/9/24 6:29,17.7
2024/9/24 6:29,17.5
2024/9/24 6:29,17.4
2024/9/24 6:29,17.3
2024/9/24 6:29,17.2
2024/9/24 6:29,17
2024/9/24 6:29,16.9
2024/9/24 6:29,16.8
2024/9/24 6:29,16.6
2024/9/24 6:29,16.5
2024/9/24 6:29,16.4
2024/9/24 6:29,16.3
2024/9/24 6:29,16.2
2024/9/24 6:29,16.1
2024/9/24 6:29,16
2024/9/24 6:29,15.8
2024/9/24 6:29,15.7
2024/9/24 6:30,15.4
2024/9/24 6:30,15.3
2024/9/24 6:30,15.2
2024/9/24 6:30,15.1
2024/9/24 6:30,15
2024/9/24 6:30,14.8
2024/9/24 6:30,14.7
2024/9/24 6:30,14.6
2024/9/24 6:30,14.5
2024/9/24 6:30,14.4
2024/9/24 6:30,14.3
2024/9/24 6:30,14
2024/9/24 6:30,13.9
2024/9/24 6:30,13.8
2024/9/24 6:30,13.7
2024/9/24 6:30,13.5
2024/9/24 6:30,13.4
2024/9/24 6:30,13.3
2024/9/24 6:30,13.2
2024/9/24 6:31,12.3
2024/9/24 6:31,11.5
2024/9/24 6:31,10.8
2024/9/24 6:32,10
2024/9/24 6:32,9.3
2024/9/24 6:32,8.5
2024/9/24 6:33,7.8
2024/9/24 6:33,7.1
2024/9/24 6:33,6.4
2024/9/24 6:34,5.8
2024/9/24 6:34,5.2
2024/9/24 6:34,4.7
2024/9/24 6:35,4.2
2024/9/24 6:35,3.7
2024/9/24 6:35,3.3
2024/9/24 6:36,3
2024/9/24 6:36,2.6
2024/9/24 6:37,2.3
2024/9/24 6:37,2.1
2024/9/24 6:37,1.8
2024/9/24 6:37,1.6
2024/9/24 6:38,1.4
2024/9/24 6:38,1.2
2024/9/24 6:39,1
2024/9/24 6:39,0.8
2024/9/24 6:39,0.7
2024/9/24 6:40,0.6
2024/9/24 6:40,0.5
2024/9/24 6:40,0.4
2024/9/24 6:41,0.3
2024/9/24 6:41,0.2
2024/9/24 6:42,0.1
2024/9/24 6:44,0
2024/9/24 6:54,0
2024/9/24 7:04,0
2024/9/24 7:04,0.1
2024/9/24 7:05,0
2024/9/24 7:05,0.1
2024/9/24 7:08,0.2
2024/9/24 7:08,0.3
2024/9/24 7:09,0.4
2024/9/24 7:09,0.5
2024/9/24 7:10,0.6
2024/9/24 7:11,0.5
2024/9/24 7:12,0.7
2024/9/24 7:13,1.1
2024/9/24 7:13,1.6
2024/9/24 7:13,1.9
2024/9/24 7:14,2.3
2024/9/24 7:14,2.9
2024/9/24 7:15,3.2
2024/9/24 7:15,2.7
2024/9/24 7:15,4.7
2024/9/24 7:15,4.2
2024/9/24 7:15,4.3
2024/9/24 7:15,3.9
2024/9/24 7:15,0.6
2024/9/24 7:15,0.4
2024/9/24 7:15,0.1
2024/9/24 7:15,3.4
2024/9/24 7:15,9
2024/9/24 7:15,21.7
2024/9/24 7:15,28.9
2024/9/24 7:15,29.6
2024/9/24 7:16,27.9
2024/9/24 7:16,27
2024/9/24 7:16,26.4
2024/9/24 7:17,26.1
2024/9/24 7:17,25.8
2024/9/24 7:17,25.7
2024/9/24 7:17,25.6
2024/9/24 7:17,25.7
2024/9/24 7:18,25.8
2024/9/24 7:18,25.9
2024/9/24 7:18,25.8
2024/9/24 7:18,25.9
2024/9/24 7:18,26
2024/9/24 7:18,25.9
2024/9/24 7:18,26
2024/9/24 7:18,25.9
2024/9/24 7:18,26
2024/9/24 7:19,25.9
2024/9/24 7:20,25.8
2024/9/24 7:20,25.7
2024/9/24 7:21,25.6
2024/9/24 7:21,25.5
2024/9/24 7:23,25.4
2024/9/24 7:23,25.3
2024/9/24 7:24,25.2
2024/9/24 7:24,25.1
2024/9/24 7:25,25
2024/9/24 7:25,24.9
2024/9/24 7:26,24.8
2024/9/24 7:26,24.7
2024/9/24 7:27,24.6
2024/9/24 7:27,24.5
2024/9/24 7:27,24.4
2024/9/24 7:28,24.3
2024/9/24 7:28,24.2
2024/9/24 7:29,24.1
2024/9/24 7:29,24
2024/9/24 7:30,23.9
2024/9/24 7:30,23.8
2024/9/24 7:30,23.7
2024/9/24 7:31,23.6
2024/9/24 7:31,23.5
2024/9/24 7:31,23.4
2024/9/24 7:32,23.3
2024/9/24 7:32,23.2
2024/9/24 7:32,23.1
2024/9/24 7:33,23
2024/9/24 7:33,22.9
2024/9/24 7:33,22.8
2024/9/24 7:34,22.7
2024/9/24 7:34,22.6
2024/9/24 7:35,22.5
2024/9/24 7:35,22.4
2024/9/24 7:35,22.3
2024/9/24 7:36,22.2
2024/9/24 7:36,22.1
2024/9/24 7:36,22
2024/9/24 7:37,21.9
2024/9/24 7:37,21.8
2024/9/24 7:37,21.7
2024/9/24 7:38,21.6
2024/9/24 7:38,21.4
2024/9/24 7:38,21.3
2024/9/24 7:39,21.2
2024/9/24 7:39,21.1
2024/9/24 7:39,21
2024/9/24 7:40,20.9
2024/9/24 7:40,20.7
2024/9/24 7:40,20.6
2024/9/24 7:41,20.5
2024/9/24 7:41,0
2024/9/24 7:41,20.3
2024/9/24 7:41,20.2
2024/9/24 7:42,20
2024/9/24 7:42,19.8
2024/9/24 7:42,19.7
2024/9/24 7:43,19.6
2024/9/24 7:43,19.4
2024/9/24 7:43,19.2
2024/9/24 7:44,19.1
2024/9/24 7:44,18.9
2024/9/24 7:44,18.7
2024/9/24 7:45,18.6
2024/9/24 7:45,18.4
2024/9/24 7:45,18.3
2024/9/24 7:46,18.1
2024/9/24 7:46,17.9
2024/9/24 7:46,17.8
2024/9/24 7:47,17.6
2024/9/24 7:47,17.4
2024/9/24 7:47,17.2
2024/9/24 7:48,17.1
2024/9/24 7:48,16.9
2024/9/24 7:48,16.8
2024/9/24 7:49,16.6
2024/9/24 7:49,16.4
2024/9/24 7:49,16.2
2024/9/24 7:50,16
2024/9/24 7:50,15.8
2024/9/24 7:50,15.6
2024/9/24 7:51,15.4
2024/9/24 7:51,15.1
2024/9/24 7:51,14.9
2024/9/24 7:52,14.7
2024/9/24 7:52,14.5
2024/9/24 7:52,14.1
2024/9/24 7:53,13.8
2024/9/24 7:53,13.4
2024/9/24 7:53,13.1
2024/9/24 7:54,12.7
2024/9/24 7:54,12.3
2024/9/24 7:54,11.9
2024/9/24 7:55,11.5
2024/9/24 7:55,11
2024/9/24 7:55,10.4
2024/9/24 7:56,9.9
2024/9/24 7:56,9.3
2024/9/24 7:56,8.8
2024/9/24 7:57,8.3
2024/9/24 7:57,7.8
2024/9/24 7:57,7.3
2024/9/24 7:58,6.8
2024/9/24 7:58,6.3
2024/9/24 7:58,5.8
2024/9/24 7:59,5.3
2024/9/24 7:59,4.9
2024/9/24 7:59,4.4
2024/9/24 8:00,3.9
2024/9/24 8:00,3.5
2024/9/24 8:00,3
2024/9/24 8:01,2.7
2024/9/24 8:01,2.4
2024/9/24 8:01,2.1
2024/9/24 8:02,1.8
2024/9/24 8:02,1.6
2024/9/24 8:02,1.4
2024/9/24 8:03,1.2
2024/9/24 8:03,1
2024/9/24 8:03,0.9
2024/9/24 8:04,0.8
2024/9/24 8:04,0.7
2024/9/24 8:05,0.6
2024/9/24 8:05,0.5
2024/9/24 8:05,0.4
2024/9/24 8:06,0.3
2024/9/24 8:06,0.2
2024/9/24 8:08,0.1
2024/9/24 8:09,0
2024/9/24 8:09,0.1
2024/9/24 8:10,0
2024/9/24 8:11,0.1
2024/9/24 8:11,0
2024/9/24 8:13,0.2
2024/9/24 8:14,0.3
2024/9/24 8:14,0.2
2024/9/24 8:15,0.1
2024/9/24 8:16,0
2024/9/24 8:26,0
2024/9/24 8:36,0
2024/9/24 8:46,0
2024/9/24 8:56,0
2024/9/24 9:02,0.2
2024/9/24 9:02,0.1
2024/9/24 9:03,0
2024/9/24 9:13,0
2024/9/24 9:23,0
2024/9/24 9:33,0
2024/9/24 9:43,0
2024/9/24 9:46,0.3
2024/9/24 9:46,0.2
2024/9/24 9:47,0.1
2024/9/24 9:48,0
2024/9/24 9:58,0
2024/9/24 10:02,0.1
2024/9/24 10:03,0.3
2024/9/24 10:03,0.4
2024/9/24 10:04,0.5
2024/9/24 10:04,0.6
2024/9/24 10:04,0.7
2024/9/24 10:05,0.8
2024/9/24 10:05,1.1
2024/9/24 10:05,1.3
2024/9/24 10:06,1.2
2024/9/24 10:06,1.1
2024/9/24 10:06,0.9
2024/9/24 10:07,1
2024/9/24 10:08,1.3
2024/9/24 10:08,1.6
2024/9/24 10:09,1.5
2024/9/24 10:09,1.6
2024/9/24 10:09,1.7
2024/9/24 10:10,1.9
2024/9/24 10:10,2.5
2024/9/24 10:10,3
2024/9/24 10:11,2.9
2024/9/24 10:11,5.2
2024/9/24 10:11,3.9
2024/9/24 10:11,4.2
2024/9/24 10:11,4.1
2024/9/24 10:11,0.9
2024/9/24 10:11,0.8
2024/9/24 10:11,0.9
2024/9/24 10:11,0.5
2024/9/24 10:11,0.4
2024/9/24 10:11,0
2024/9/24 10:11,3.6
2024/9/24 10:11,8.3
2024/9/24 10:11,11.6
2024/9/24 10:11,24.7
2024/9/24 10:11,27.9
2024/9/24 10:11,29.2
2024/9/24 10:11,28.3
2024/9/24 10:11,27.5
2024/9/24 10:12,27.4
2024/9/24 10:12,27.3
2024/9/24 10:12,27.1
2024/9/24 10:13,26.5
2024/9/24 10:13,26.3
2024/9/24 10:13,26.2
2024/9/24 10:14,26.3
2024/9/24 10:14,26.4
2024/9/24 10:15,26.5
2024/9/24 10:17,26.4
2024/9/24 10:17,26.3
2024/9/24 10:18,26.2
2024/9/24 10:18,26.1
2024/9/24 10:19,26
2024/9/24 10:19,25.9
2024/9/24 10:19,25.8
2024/9/24 10:20,25.7
2024/9/24 10:20,25.6
2024/9/24 10:20,25.5
2024/9/24 10:21,25.3
2024/9/24 10:21,25.2
2024/9/24 10:21,25.1
2024/9/24 10:22,24.9
2024/9/24 10:22,24.7
2024/9/24 10:22,24.6
2024/9/24 10:23,24.5
2024/9/24 10:23,24.3
2024/9/24 10:23,24.1
2024/9/24 10:24,24
2024/9/24 10:24,23.9
2024/9/24 10:24,23.7
2024/9/24 10:25,23.5
2024/9/24 10:25,23.4
2024/9/24 10:25,23.2
2024/9/24 10:26,23.1
2024/9/24 10:26,23
2024/9/24 10:26,22.8
2024/9/24 10:27,22.7
2024/9/24 10:27,22.6
2024/9/24 10:27,22.4
2024/9/24 10:28,22.3
2024/9/24 10:28,22.1
2024/9/24 10:28,22
2024/9/24 10:29,21.8
2024/9/24 10:29,21.7
2024/9/24 10:29,21.5
2024/9/24 10:30,21.4
2024/9/24 10:30,21.2
2024/9/24 10:30,21.1
2024/9/24 10:31,20.9
2024/9/24 10:31,20.7
2024/9/24 10:31,20.6
2024/9/24 10:32,20.5
2024/9/24 10:32,20.3
2024/9/24 10:32,20.1
2024/9/24 10:33,19.9
2024/9/24 10:33,19.8
2024/9/24 10:33,19.7
2024/9/24 10:33,19.6
2024/9/24 10:33,19.5
2024/9/24 10:33,19.4
2024/9/24 10:34,19.3
2024/9/24 10:34,19.2
2024/9/24 10:34,19
2024/9/24 10:35,18.8
2024/9/24 10:35,18.6
2024/9/24 10:35,18.4
